,ID_MN_RESI,CASO,CASO_VAC,CASO_N_VAC,CASO_IGN,COV_1,E_COV_1,COV_2,E_COV_2
254,354730.0,49,23.0,26.0,0.0,0.926672038678485,0.03723915303239739,0.926672038678485,0.03723915303239739
255,354780.0,414,112.0,146.0,156.0,0.9632664797642154,0.009244944920692978,0.9237650719564373,0.013042402399931095
256,354800.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
257,354850.0,145,72.0,37.0,36.0,0.9765801609548784,0.01255919780664195,0.9589770911028236,0.016471507236435076
258,354870.0,423,182.0,152.0,89.0,0.9622212753870188,0.009270239193437268,0.9427483298994819,0.0112959245324618
259,354880.0,113,28.0,55.0,30.0,0.9377526273241714,0.022728220591280032,0.8977035490605428,0.028507394951903117
260,354890.0,32,17.0,12.0,3.0,0.9596928982725528,0.034768178373775036,0.9514013885317562,0.03801183468326115
261,354910.0,7,5.0,2.0,0.0,0.9727626459143969,0.0615229116764276,0.9727626459143969,0.0615229116764276
262,354940.0,1,0.0,0.0,1.0,1.0,0.0,0.9345794392523366,0.24726647766958787
263,354950.0,2,1.0,0.0,1.0,1.0,0.0,0.977198697068404,0.10554952277537227
264,354970.0,9,8.0,1.0,0.0,0.9913258983890954,0.03091001558673227,0.9913258983890954,0.03091001558673227
265,354980.0,75,52.0,15.0,8.0,0.9828009828009827,0.015012532989208315,0.9768009768009769,0.017382300776607743
266,354990.0,88,54.0,29.0,5.0,0.9667376699983614,0.019115660941567296,0.9624393152201687,0.020268055850026404
267,355030.0,9806,3717.0,4346.0,1743.0,0.9472226944842495,0.0022578948341355222,0.9262726534072845,0.0026389902084944525
268,355050.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0
269,355060.0,18,9.0,7.0,2.0,0.9573542210617929,0.04762534133850303,0.9469696969696969,0.05281944611957545
270,355070.0,8,4.0,3.0,1.0,0.9596928982725528,0.06953635674755007,0.9483667017913595,0.07823626135362222
271,355080.0,2,2.0,0.0,0.0,1.0,0.0,1.0,0.0
272,355100.0,66,30.0,25.0,11.0,0.9590643274853801,0.02438949824623222,0.9432708914574199,0.02847404900014732
273,355110.0,3,3.0,0.0,0.0,1.0,0.0,1.0,0.0
274,355150.0,2,1.0,0.0,1.0,1.0,0.0,0.977198697068404,0.10554952277537227
275,355160.0,19,7.0,7.0,5.0,0.9607686148919136,0.04453991913269161,0.9345794392523366,0.05672682043615738
276,355170.0,12,6.0,5.0,1.0,0.9523809523809523,0.061475926130276436,0.944081336238199,0.06632732393522273
277,355210.0,2,2.0,0.0,0.0,1.0,0.0,1.0,0.0
278,355220.0,83,55.0,15.0,13.0,0.9847936278059378,0.013432176096367645,0.976113006904214,0.0167606842948509
279,355240.0,28,21.0,4.0,3.0,0.9884678747940692,0.02017701600315632,0.9831767533318768,0.024304779835358288
280,355250.0,94,50.0,29.0,15.0,0.9697150529613606,0.017675493619610017,0.9574556656398301,0.02081691057004047
281,355260.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0
