,Municipio,0 a 4 anos,5 a 9 anos,10 a 14 anos,15 a 19 anos,20 a 29 anos,30 a 39 anos,40 a 49 anos,50 a 59 anos,60 a 69 anos,70 a 79 anos,80 anos e mais,Total
2910,315730,262,265,253,253,638,621,661,611,426,262,133,4385
2911,315733,526,524,515,625,1452,1382,1282,1117,775,369,156,8723
2912,315737,310,294,239,235,616,548,510,471,421,266,164,4074
2913,315740,248,252,220,251,687,660,720,648,514,291,202,4693
2914,315750,312,309,274,294,676,643,605,487,374,248,132,4354
2915,315760,314,311,274,251,645,538,462,442,334,153,82,3806
2916,315765,643,611,505,451,994,894,766,613,443,307,179,6406
2917,315770,994,982,1009,1220,2587,2542,1990,1481,981,496,215,14497
2918,315780,15356,14927,14602,16798,37905,35614,32507,24205,17592,8699,3500,221705
2919,315790,1310,1254,1165,1254,2585,2436,2127,1879,1379,660,344,16393
2920,315800,737,738,687,698,1776,1625,1475,1319,914,529,369,10867
2921,315810,338,329,298,316,698,773,660,672,588,331,200,5203
2922,315820,1058,1044,933,958,2336,2219,1881,1661,1240,770,507,14607
2923,315830,433,418,386,476,1062,1052,1034,919,719,384,164,7047
2924,315840,215,226,216,195,488,508,512,550,517,300,182,3909
2925,315850,436,434,376,410,1002,1032,1134,1050,841,515,308,7538
2926,315860,236,245,232,251,579,551,553,596,386,232,124,3985
2927,315870,131,129,125,170,342,407,392,305,248,171,74,2494
2928,315880,256,264,241,288,743,725,692,632,509,304,193,4847
2929,315890,650,623,559,603,1295,1274,1229,1013,759,421,234,8660
2930,315895,2752,2629,2462,2693,6152,5831,5275,3807,2614,1238,595,36048
2931,315900,260,255,220,226,656,681,736,600,394,201,105,4334
2932,315910,206,210,190,235,546,500,519,553,393,264,137,3753
2933,315920,441,451,447,479,1109,1203,1327,1334,1087,690,332,8900
2934,315930,236,241,232,237,666,635,711,708,571,364,242,4843
2935,315935,482,468,443,506,1185,1101,1032,855,680,368,202,7322
2936,315940,190,204,190,191,467,462,500,502,353,207,114,3380
2937,315950,372,375,341,330,778,724,799,713,526,306,162,5426
2938,315960,2779,2744,2826,3227,7267,7327,6384,5165,3690,1862,955,44226
2939,315970,215,213,211,238,489,487,464,473,348,160,66,3364
2940,315980,1171,1192,1213,1302,2898,2943,3079,2548,1848,1156,647,19997
2941,315990,1217,1204,1141,1265,2973,2909,2585,2232,1827,912,432,18697
2942,316000,186,202,195,193,502,472,502,527,411,261,151,3602
2943,316010,221,227,206,210,564,569,541,538,388,239,158,3861
2944,316020,315,305,252,274,650,548,459,404,271,183,102,3763
2945,316030,853,863,760,663,1486,1628,1470,1381,1199,802,465,11570
2946,316040,1814,1786,1816,2082,4708,4420,4020,3414,2471,1356,716,28603
2947,316045,612,581,491,522,1254,1165,948,723,549,314,157,7316
2948,316050,96,103,101,103,251,239,241,285,190,87,60,1756
2949,316060,189,180,157,164,440,420,388,428,367,187,124,3044
2950,316070,2560,2599,2623,2708,6842,6922,6478,6379,5039,2754,1453,46357
2951,316080,425,414,391,441,983,830,714,595,351,181,86,5411
2952,316090,209,209,215,213,521,630,543,540,393,187,110,3770
2953,316095,426,409,379,402,954,928,802,636,415,203,118,5672
2954,316100,939,960,912,977,2422,2578,2375,2360,1890,1172,711,17296
2955,316105,242,239,216,227,532,471,526,420,254,147,80,3354
2956,316110,4822,4710,4127,4153,9811,9010,6647,5481,3997,2506,1361,56625
2957,316120,351,347,338,399,962,1007,1030,820,692,361,205,6512
2958,316130,397,385,376,407,938,1094,1021,813,508,240,130,6309
2959,316140,266,268,248,264,695,655,718,675,510,287,172,4758
2960,316150,723,724,753,917,1971,2026,1809,1658,1170,625,375,12751
2961,316160,274,277,245,228,553,561,502,479,358,237,146,3860
2962,316165,281,289,266,268,626,607,572,574,345,180,96,4104
2963,316170,697,675,608,617,1426,1271,1082,968,667,346,170,8527
2964,316180,789,802,810,945,2002,1950,1906,1561,1065,599,347,12776
2965,316190,694,679,654,842,1903,1827,1655,1250,850,488,272,11114
2966,316200,1625,1614,1575,1708,3994,3846,3404,3210,2515,1432,747,25670
2967,316210,2422,2394,2466,2859,6056,5947,4890,4066,2739,1483,762,36084
2968,316220,408,411,401,445,1147,1096,1090,1062,818,454,209,7541
2969,316225,350,329,286,299,838,816,710,592,416,213,100,4949
2970,316230,133,141,142,141,380,404,398,420,332,170,82,2743
2971,316240,1813,1732,1475,1635,4294,4291,3219,2742,2012,1222,598,25033
2972,316245,1617,1453,1284,1314,2373,1855,1249,954,604,347,182,13232
2973,316250,4530,4668,4909,5691,13509,13873,13525,12800,9821,4957,2614,90897
2974,316255,916,877,828,924,1969,1889,1519,1334,869,444,216,11785
2975,316257,369,381,368,371,861,869,861,811,580,308,196,5975
2976,316260,467,487,461,396,1081,1039,1050,960,725,447,280,7393
2977,316265,368,349,291,285,726,696,579,486,364,216,116,4476
2978,316270,1555,1572,1485,1571,4097,4324,3066,2430,1893,1188,616,23797
2979,316280,1015,1040,948,954,2529,2395,2074,1921,1415,891,579,15761
2980,316290,1376,1399,1409,1660,4055,4004,3525,3732,2882,1556,932,26530
2981,316292,2179,2073,2076,2486,5846,6170,4809,3208,2202,1132,515,32696
2982,316294,465,490,478,474,1184,1213,1013,976,731,364,144,7532
2983,316295,1588,1564,1524,1800,4242,3851,3509,2905,2076,978,453,24490
2984,316300,391,357,303,318,750,696,569,451,256,129,71,4291
2985,316310,348,327,299,364,849,763,762,644,413,243,139,5151
2986,316320,246,251,232,251,670,610,603,581,443,217,118,4222
2987,316330,281,283,252,245,598,603,525,442,303,203,116,3851
2988,316340,305,317,296,274,748,753,737,746,607,346,227,5356
2989,316350,465,466,423,404,952,934,840,817,542,349,217,6409
2990,316360,180,170,146,188,429,438,424,382,247,136,81,2821
2991,316370,2597,2623,2597,2750,6682,6819,6481,6168,5269,2903,1650,46539
2992,316380,384,387,373,416,1039,1066,966,921,742,393,262,6949
2993,316390,238,241,229,222,663,636,612,644,581,335,162,4563
2994,316400,500,507,471,434,1042,1096,994,1046,808,458,278,7634
2995,316410,331,331,303,303,748,819,666,606,476,361,216,5160
2996,316420,1099,1037,904,919,2320,2306,1631,1255,719,347,176,12713
2997,316430,411,421,419,446,1085,994,1027,1017,699,394,187,7100
2998,316440,412,405,395,356,800,823,761,678,552,283,133,5598
2999,316443,190,192,177,162,463,470,447,393,304,159,82,3039
3000,316447,532,485,426,517,1074,1037,902,705,549,294,176,6697
3001,316450,814,775,615,625,1551,1446,1296,1139,803,529,291,9884
3002,316460,454,474,544,595,1024,1200,862,737,573,313,172,6948
3003,316470,4417,4442,4506,4826,11273,11355,9842,8549,6911,3800,1994,71915
3004,316480,98,105,95,75,143,130,224,237,173,117,81,1478
3005,316490,127,134,135,118,322,337,329,324,245,116,72,2259
3006,316500,635,635,621,709,1678,1660,1592,1423,1075,604,347,10979
3007,316510,483,470,437,465,1062,1011,915,733,711,442,251,6980
3008,316520,453,442,406,510,1333,1069,1096,943,588,221,90,7151
3009,316530,457,455,424,501,1313,1179,1100,1065,767,400,215,7876
3010,316540,486,459,418,481,1180,969,1003,871,649,353,176,7045
3011,316550,473,487,444,439,1107,980,842,709,515,264,161,6421
3012,316553,2598,2527,2404,2644,5932,5450,5138,3649,2228,1044,436,34050
3013,316555,1489,1315,1063,1016,2159,1833,1266,944,729,450,229,12493
3014,316556,113,124,114,109,328,378,356,386,294,234,143,2579
3015,316557,400,382,363,397,900,839,784,644,393,191,72,5365
3016,316560,153,148,145,149,313,282,268,241,158,92,52,2001
3017,316570,434,455,419,390,1075,1164,1042,1183,897,546,297,7902
3018,316580,43,51,54,78,200,173,174,244,212,126,67,1422
3019,316590,261,262,216,224,630,641,571,520,364,240,127,4056
3020,316600,344,353,336,360,858,837,841,798,519,324,216,5786
3021,316610,291,282,254,234,498,467,452,394,294,206,144,3516
3022,316620,579,607,598,657,1439,1536,1576,1478,1001,676,327,10474
3023,316630,527,518,476,508,1148,1163,1041,835,581,347,196,7340
3024,316640,96,104,105,96,270,272,277,271,190,121,55,1857
3025,316650,396,376,313,324,789,631,489,412,293,166,103,4292
3026,316660,41,42,36,44,112,128,105,95,97,47,24,771
3027,316670,682,647,578,624,1330,1364,1138,926,712,428,296,8725
3028,316680,873,846,805,891,2050,1836,1625,1403,832,405,184,11750
