"Município";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";" Total"
"130115 CAREIRO DA VARZEA";"0";"0";"13,54";"67,78";"193,53";"120,73";"223,36";"182,33";"199,68";"406,14";"375,24";"309,05";"104,29";"122,86";"143,95";"226,90";"214,12";"92,79";"125,00";"148,24";"128,69";"95,78";"141,41";"148,42";"71,43";"151,92"
"130120 COARI";"0";"3,71";"14,79";"32,34";"57,34";"56,61";"85,51";"100,88";"86,20";"89,51";"81,93";"95,45";"83,88";"82,75";"82,10";"81,59";"100,46";"74,94";"66,71";"79,93";"80,43";"75,66";"55,12";"76,26";"54,75";"69,97"
"130130 CODAJAS";"0";"0";"13,69";"40,82";"71,55";"67,54";"91,24";"140,39";"93,08";"85,65";"90,55";"88,71";"66,59";"79,26";"108,01";"131,71";"98,59";"102,82";"95,53";"103,47";"104,33";"101,37";"72,86";"84,39";"65,53";"81,30"
"130140 EIRUNEPE";"0";"4,00";"10,91";"47,30";"42,82";"150,26";"59,32";"74,27";"91,91";"90,19";"91,91";"93,15";"71,73";"89,41";"65,29";"82,47";"78,38";"46,64";"74,14";"88,17";"72,48";"64,87";"54,17";"69,74";"12,91";"68,06"
"130150 ENVIRA";"0";"2,77";"32,53";"58,15";"37,46";"62,29";"68,19";"78,82";"142,78";"120,29";"129,45";"88,04";"79,45";"95,40";"81,85";"107,64";"109,84";"79,95";"79,95";"84,28";"74,29";"88,21";"70,08";"73,57";"53,29";"73,78"
"130160 FONTE BOA";"0";"0";"19,19";"31,19";"48,18";"91,14";"87,33";"79,66";"92,32";"102,10";"109,26";"100,00";"86,01";"89,04";"99,81";"110,00";"103,24";"65,84";"53,57";"81,75";"81,43";"63,65";"90,16";"69,27";"78,37";"70,84"
"130165 GUAJARA";"0";"0";"21,83";"34,87";"45,83";"25,21";"75,36";"60,74";"62,44";"55,53";"69,93";"54,55";"40,56";"52,68";"65,65";"67,22";"71,25";"62,82";"65,63";"85,92";"69,02";"69,33";"59,30";"74,23";"60,28";"55,15"
"130170 HUMAITA";"0";"88,62";"43,28";"102,06";"108,69";"96,12";"76,22";"124,69";"117,94";"140,80";"138,55";"91,13";"74,81";"98,69";"87,86";"112,31";"93,34";"89,15";"88,74";"107,41";"133,07";"87,31";"98,26";"88,44";"36,67";"97,88"
"130180 IPIXUNA";"0";"0";"16,01";"22,24";"49,68";"138,34";"60,08";"67,29";"61,11";"78,54";"95,74";"75,69";"54,37";"51,17";"74,88";"96,36";"66,92";"68,45";"72,01";"86,39";"86,06";"51,83";"75,00";"65,79";"56,79";"63,63"
"130185 IRANDUBA";"0";"0";"14,67";"34,33";"86,46";"98,75";"64,08";"99,02";"122,16";"104,67";"89,76";"85,71";"93,81";"107,62";"109,94";"103,90";"103,30";"100,35";"100,23";"108,22";"122,53";"89,59";"69,54";"68,46";"65,13";"84,29"
"130190 ITACOATIARA";"0";"6,82";"23,34";"79,65";"117,03";"107,78";"135,01";"139,18";"133,63";"113,88";"117,38";"111,54";"88,26";"101,19";"102,90";"168,35";"58,12";"64,71";"79,97";"79,84";"92,80";"90,48";"83,63";"78,28";"52,94";"93,51"
"130195 ITAMARATI";"0";"0";"26,23";"59,19";"77,12";"55,19";"103,66";"112,09";"121,65";"151,11";"165,31";"162,59";"94,56";"144,22";"122,64";"149,75";"36,15";"66,53";"78,49";"64,71";"113,06";"74,69";"52,63";"71,67";"33,61";"82,75"
"130200 ITAPIRANGA";"0";"0";"13,85";"75,11";"97,53";"173,40";"96,36";"106,44";"139,86";"70,56";"110,80";"102,27";"203,41";"62,50";"145,45";"122,11";"85,25";"114,29";"113,64";"82,35";"113,33";"116,36";"88,44";"120,21";"72,41";"98,06"
"130210 JAPURA";"0";"0";"4,15";"20,49";"56,79";"163,64";"158,16";"115,38";"194,39";"76,80";"154,62";"162,18";"98,32";"136,97";"167,63";"127,46";"113,18";"136,49";"71,62";"130,67";"122,98";"77,64";"187,60";"92,55";"40,28";"96,17"
"130220 JURUA";"0";"0";"14,47";"62,50";"116,91";"141,44";"221,25";"115,61";"108,70";"174,19";"135,00";"165,71";"102,14";"110,71";"101,14";"175,88";"101,51";"54,55";"80,21";"127,17";"62,85";"73,52";"64,68";"34,22";"27,59";"94,27"
"130230 JUTAI";"0";"0";"25,16";"35,28";"53,44";"105,42";"179,94";"152,33";"115,07";"165,10";"149,30";"133,88";"130,84";"144,16";"133,33";"130,45";"53,85";"36,39";"69,73";"71,93";"85,13";"24,58";"28,64";"31,65";"14,18";"73,18"
"130240 LABREA";"0";"7,59";"7,72";"72,07";"73,78";"65,55";"105,42";"85,64";"111,67";"110,63";"115,54";"115,54";"92,70";"98,94";"101,64";"104,69";"105,22";"92,85";"96,07";"109,95";"105,67";"84,62";"81,95";"83,65";"64,66";"86,54"
"130250 MANACAPURU";"0";"15,03";"28,39";"72,20";"113,46";"97,72";"136,00";"121,33";"114,47";"117,72";"113,93";"120,43";"145,90";"131,30";"116,04";"206,21";"103,76";"22,64";"55,52";"80,11";"98,50";"79,98";"49,13";"78,87";"32,66";"94,89"
"130255 MANAQUIRI";"0";"0";"52,16";"89,20";"81,79";"147,47";"123,20";"138,60";"172,63";"223,85";"228,22";"184,66";"153,99";"176,69";"143,36";"89,60";"101,20";"121,46";"116,74";"106,32";"85,00";"87,33";"94,93";"81,12";"45,28";"104,82"
"130260 MANAUS";"0";"30,37";"33,81";"86,33";"105,87";"83,73";"100,99";"103,00";"110,92";"99,00";"97,93";"95,83";"93,33";"107,64";"93,60";"105,66";"96,70";"93,44";"76,32";"83,55";"90,71";"80,90";"79,30";"84,06";"41,54";"88,56"
"130270 MANICORE";"0";"5,14";"25,49";"33,36";"58,80";"56,39";"99,05";"98,17";"148,32";"79,20";"82,97";"96,86";"109,78";"115,34";"97,01";"131,36";"104,02";"99,77";"90,49";"64,95";"85,84";"52,78";"67,55";"95,98";"35,80";"78,84"
"130280 MARAA";"0";"0";"21,73";"27,56";"50,56";"80,84";"108,91";"86,40";"101,82";"146,44";"117,61";"140,00";"77,91";"92,24";"136,86";"90,73";"94,29";"44,05";"55,95";"117,93";"83,97";"61,72";"64,83";"47,24";"14,05";"70,90"
"130290 MAUES";"0";"0,38";"23,59";"57,09";"93,76";"33,76";"94,87";"84,01";"88,34";"78,88";"104,77";"91,34";"95,30";"77,24";"83,84";"73,09";"75,23";"71,60";"58,36";"92,23";"75,34";"54,73";"46,33";"73,91";"26,00";"70,03"
"130300 NHAMUNDA";"0";"0";"29,59";"88,94";"109,07";"95,11";"116,62";"111,87";"119,20";"132,78";"120,73";"100,61";"100,00";"93,29";"107,75";"101,76";"143,00";"71,35";"78,93";"96,74";"90,22";"71,79";"80,35";"89,30";"48,97";"90,09"
"130310 NOVA OLINDA DO NORTE";"0";"0";"10,27";"43,30";"59,69";"83,06";"153,70";"99,56";"105,60";"81,35";"87,93";"84,30";"72,23";"66,28";"78,88";"90,34";"79,78";"57,19";"79,00";"89,25";"97,80";"70,44";"40,48";"39,93";"52,45";"70,05"
"130320 NOVO AIRAO";"0";"0";"23,85";"84,34";"86,92";"122,76";"89,78";"100,35";"116,13";"80,13";"80,00";"84,62";"70,77";"99,38";"110,99";"226,07";"119,92";"59,34";"80,33";"81,66";"69,37";"53,45";"68,39";"53,79";"37,80";"80,74"
"130330 NOVO ARIPUANA";"0";"2,30";"8,73";"44,71";"47,90";"62,67";"100,00";"165,07";"121,73";"73,78";"95,45";"68,94";"83,84";"80,30";"87,11";"194,98";"93,41";"69,30";"27,19";"54,69";"76,11";"47,29";"83,93";"90,24";"31,69";"71,42"
"130340 PARINTINS";"0";"1,03";"17,56";"85,70";"108,46";"84,67";"125,64";"115,20";"108,78";"108,86";"104,35";"110,72";"101,36";"103,46";"108,91";"98,46";"102,40";"58,23";"93,75";"100,26";"79,01";"59,84";"71,03";"88,75";"34,43";"87,03"
"130350 PAUINI";"0";"0";"11,79";"40,48";"46,40";"187,29";"126,86";"96,67";"125,29";"148,73";"94,51";"144,82";"121,65";"143,29";"110,98";"137,66";"25,07";"48,35";"64,01";"69,25";"88,17";"47,89";"36,04";"33,71";"48,02";"75,41"
"130353 PRESIDENTE FIGUEIREDO";"0";"0";"27,73";"73,95";"92,55";"146,44";"110,18";"133,47";"117,29";"144,15";"116,06";"167,11";"125,62";"140,92";"121,61";"201,44";"84,14";"89,06";"92,31";"90,69";"105,54";"94,84";"97,86";"85,12";"23,11";"105,02"
"130356 RIO PRETO DA EVA";"0";"2,63";"6,16";"57,63";"64,40";"142,19";"105,70";"115,08";"127,21";"85,31";"106,39";"135,28";"127,78";"118,33";"123,42";"128,33";"94,39";"105,35";"90,02";"91,33";"92,65";"92,42";"80,23";"74,05";"80,46";"89,40"
"130360 SANTA ISABEL DO RIO NEGRO";"0";"26,96";"10,41";"11,84";"66,44";"80,22";"141,92";"115,57";"97,13";"94,08";"96,85";"59,94";"90,22";"70,98";"148,74";"98,26";"112,86";"108,22";"118,72";"134,23";"92,70";"46,22";"64,91";"62,19";"43,79";"82,05"
"130370 SANTO ANTONIO DO ICA";"0";"1,88";"8,13";"20,13";"52,23";"63,49";"90,50";"87,50";"95,43";"114,62";"114,66";"108,28";"71,55";"87,93";"72,68";"121,06";"120,00";"95,69";"108,17";"135,22";"100,97";"74,59";"76,84";"78,04";"49,56";"77,54"
"130380 SAO GABRIEL DA CACHOEIRA";"0";"0";"54,19";"82,21";"94,70";"40,03";"54,85";"49,48";"78,93";"104,77";"110,91";"92,84";"90,84";"93,19";"134,08";"122,34";"99,29";"78,66";"85,77";"106,05";"98,93";"46,13";"36,00";"34,33";"17,19";"75,92"
"130390 SAO PAULO DE OLIVENCA";"0";"1,93";"16,75";"57,09";"73,00";"100,00";"127,70";"80,43";"95,87";"83,73";"114,06";"104,16";"85,45";"116,01";"119,30";"104,80";"107,99";"103,26";"90,22";"101,50";"107,11";"29,83";"18,93";"32,75";"14,18";"78,50"
"130395 SAO SEBASTIAO DO UATUMA";"0";"0";"8,79";"63,56";"77,25";"103,57";"103,28";"91,76";"86,41";"80,35";"106,82";"91,48";"69,32";"92,61";"95,03";"157,95";"103,11";"62,96";"75,93";"96,02";"72,33";"80,58";"99,50";"99,02";"69,41";"80,82"
"130400 SILVES";"0";"0";"20,30";"48,36";"83,99";"103,90";"139,53";"130,06";"95,31";"107,18";"114,69";"109,60";"133,33";"110,73";"114,12";"262,98";"87,44";"128,75";"122,50";"109,62";"73,17";"104,47";"82,53";"109,94";"33,33";"97,73"
"130406 TABATINGA";"0";"0";"42,40";"67,29";"90,83";"89,33";"124,12";"83,86";"122,14";"103,36";"110,00";"100,47";"96,78";"107,25";"112,96";"89,70";"111,94";"83,19";"91,15";"88,29";"95,12";"85,48";"77,80";"65,52";"29,86";"88,37"
"130410 TAPAUA";"0";"2,82";"24,26";"45,62";"85,22";"72,31";"139,14";"120,92";"94,94";"89,98";"127,44";"90,50";"111,08";"82,06";"96,91";"92,27";"88,25";"54,05";"86,16";"97,68";"87,65";"83,46";"73,84";"81,64";"47,18";"80,00"
"130420 TEFE";"0";"0,24";"29,71";"68,25";"64,93";"81,93";"95,52";"81,41";"103,17";"104,24";"100,92";"94,28";"98,09";"101,05";"94,16";"121,39";"90,58";"64,10";"115,39";"122,73";"149,12";"124,22";"85,21";"90,57";"78,08";"88,38"
"130423 TONANTINS";"0";"0";"13,36";"53,87";"60,73";"93,25";"119,81";"110,65";"96,16";"93,65";"120,45";"115,65";"116,29";"100,00";"157,76";"188,79";"156,83";"102,19";"109,29";"97,78";"69,65";"56,77";"37,30";"68,93";"37,23";"84,29"
"130426 UARINI";"0";"0";"30,62";"59,78";"76,82";"105,36";"82,09";"112,58";"154,32";"90,80";"134,44";"104,53";"75,83";"67,07";"98,54";"193,03";"82,84";"84,49";"34,32";"123,57";"84,98";"39,34";"35,33";"84,13";"62,73";"79,96"
"130430 URUCARA";"0";"4,15";"17,53";"67,07";"60,97";"94,43";"101,33";"103,37";"112,39";"120,45";"109,52";"112,59";"138,10";"92,86";"133,90";"197,64";"101,99";"97,18";"93,31";"103,02";"90,37";"109,26";"101,89";"91,35";"64,55";"90,98"
"130440 URUCURITUBA";"0";"0";"15,70";"45,32";"57,78";"52,12";"77,53";"84,46";"82,37";"68,18";"105,98";"101,14";"86,61";"99,15";"129,49";"162,93";"99,07";"85,02";"85,93";"105,35";"104,13";"84,44";"73,83";"143,30";"79,75";"84,17"
"140002 AMAJARI";"0";"3,65";"78,12";"52,49";"255,56";"86,23";"177,03";"117,55";"94,97";"64,79";"116,29";"100,00";"76,52";"81,82";"133,73";"106,82";"108,88";"103,70";"72,05";"106,51";"40,28";"22,25";"22,42";"21,77";"17,78";"77,83"
"140005 ALTO ALEGRE";"0";"12,83";"59,62";"106,38";"158,62";"73,41";"80,65";"95,89";"159,01";"116,08";"103,45";"124,95";"103,04";"77,89";"197,17";"100,67";"78,83";"94,84";"58,90";"68,89";"51,33";"45,06";"30,66";"29,17";"26,35";"79,58"
"140010 BOA VISTA";"0";"25,92";"61,60";"71,96";"106,52";"109,56";"118,00";"94,96";"99,02";"101,12";"98,04";"84,82";"95,07";"90,78";"84,57";"100,93";"105,23";"92,15";"87,85";"95,35";"83,12";"77,65";"74,09";"70,80";"46,13";"86,63"
"140015 BONFIM";"0";"31,60";"71,70";"113,91";"156,83";"137,59";"123,63";"55,45";"74,11";"63,09";"110,59";"116,95";"105,93";"53,81";"71,43";"182,05";"173,48";"90,46";"87,69";"288,22";"65,78";"40,58";"43,62";"39,01";"50,00";"96,99"
"140017 CANTA";"0";"9,47";"22,63";"39,06";"50,83";"103,75";"116,02";"56,18";"70,90";"47,14";"77,22";"65,12";"68,68";"104,27";"38,56";"80,00";"76,42";"56,63";"63,26";"55,56";"29,83";"46,02";"53,77";"52,01";"39,88";"59,90"
"140020 CARACARAI";"0";"10,11";"51,49";"73,61";"132,88";"115,01";"113,85";"112,07";"88,66";"84,21";"113,87";"128,90";"128,32";"90,17";"115,19";"93,88";"75,00";"75,51";"78,83";"78,26";"161,92";"68,80";"54,83";"66,36";"70,52";"89,38"
"140023 CAROEBE";"0";"26,92";"156,15";"101,18";"56,94";"65,34";"108,59";"110,62";"91,91";"117,68";"102,12";"96,30";"121,16";"70,37";"101,38";"92,75";"135,10";"105,19";"107,79";"154,11";"71,58";"70,49";"63,24";"124,59";"105,68";"97,35"
"140028 IRACEMA";"0";"21,88";"14,06";"23,68";"135,23";"84,93";"142,76";"102,74";"100,00";"92,67";"98,89";"96,67";"78,89";"70,00";"171,00";"74,57";"131,51";"93,59";"76,92";"86,92";"62,34";"79,22";"52,97";"59,73";"53,45";"82,38"
"140030 MUCAJAI";"0";"18,77";"39,93";"67,83";"91,22";"118,12";"121,15";"77,92";"89,59";"56,07";"86,87";"113,13";"80,13";"99,66";"79,29";"191,85";"171,92";"50,50";"85,28";"80,73";"66,34";"83,17";"78,49";"86,35";"36,60";"87,39"
"140040 NORMANDIA";"0";"24,74";"88,85";"66,67";"95,94";"94,84";"105,94";"95,10";"68,62";"103,47";"143,28";"108,96";"104,85";"99,25";"67,16";"139,50";"76,96";"96,28";"94,41";"69,25";"28,67";"21,69";"15,54";"17,33";"13,64";"72,50"
"140045 PACARAIMA";"0";"63,84";"91,51";"135,14";"192,68";"107,79";"109,35";"111,07";"94,88";"100,00";"95,80";"101,40";"97,90";"66,43";"65,16";"134,25";"119,26";"128,70";"107,99";"166,29";"295,53";"92,89";"97,48";"212,40";"211,51";"126,84"
"140047 RORAINOPOLIS";"0";"32,04";"11,65";"61,69";"93,83";"240,37";"102,84";"94,67";"105,75";"106,76";"92,09";"101,69";"106,78";"114,12";"113,92";"150,71";"173,40";"66,97";"103,17";"58,38";"39,08";"83,30";"137,04";"59,36";"62,07";"95,46"
"140050 SAO JOAO DA BALIZA";"0";"7,63";"64,41";"85,71";"56,10";"80,67";"109,23";"119,49";"93,81";"94,81";"114,73";"105,43";"103,10";"92,25";"102,44";"116,38";"72,50";"86,32";"94,87";"87,50";"81,97";"117,21";"129,01";"84,92";"47,46";"90,82"
"140060 SAO LUIZ";"0";"64,17";"95,00";"100,00";"134,31";"125,44";"128,85";"116,51";"143,00";"79,38";"121,98";"108,79";"82,42";"42,86";"87,64";"82,14";"80,00";"120,90";"162,69";"112,05";"48,11";"66,98";"67,29";"87,74";"79,07";"96,97"
"140070 UIRAMUTA";"0";"29,54";"81,01";"87,45";"138,32";"93,75";"103,98";"84,46";"65,46";"83,37";"108,95";"140,26";"150,16";"61,98";"72,48";"140,74";"107,58";"104,78";"80,00";"102,77";"46,74";"32,13";"14,61";"18,08";"11,64";"77,86"
"150010 ABAETETUBA";"0";"0";"42,57";"105,92";"121,59";"129,42";"98,92";"154,00";"119,76";"95,84";"113,21";"106,62";"110,06";"122,16";"92,61";"147,94";"80,53";"72,14";"71,62";"61,64";"61,48";"63,07";"63,32";"56,74";"40,19";"89,51"
"150013 ABEL FIGUEIREDO";"0";"11,81";"76,54";"92,77";"174,12";"295,24";"140,50";"184,40";"115,62";"128,99";"137,98";"100,00";"109,30";"87,60";"130,77";"117,54";"72,09";"110,00";"122,00";"140,17";"89,44";"80,99";"73,48";"114,29";"60,00";"112,50"
"150020 ACARA";"0";"18,65";"37,21";"128,51";"95,87";"227,80";"230,40";"89,93";"126,13";"108,21";"141,36";"118,03";"139,09";"103,40";"77,06";"88,91";"67,85";"53,38";"60,76";"60,83";"80,14";"43,04";"60,71";"63,25";"61,81";"88,45"
"150030 AFUA";"0";"1,55";"2,53";"148,03";"78,07";"86,61";"78,09";"93,51";"92,94";"90,91";"97,74";"74,21";"61,24";"71,95";"68,64";"85,09";"47,28";"38,21";"74,44";"64,43";"81,71";"41,63";"38,95";"53,42";"39,18";"66,29"
"150034 AGUA AZUL DO NORTE";"0";"0,83";"10,04";"57,06";"186,70";"289,42";"290,52";"228,70";"324,49";"272,02";"255,67";"284,73";"170,44";"144,83";"129,32";"134,76";"93,16";"70,88";"67,58";"35,58";"38,14";"71,16";"61,33";"113,61";"60,92";"125,45"
"150040 ALENQUER";"0";"17,15";"30,86";"130,70";"173,85";"125,19";"98,39";"94,55";"93,87";"73,66";"94,52";"69,03";"54,79";"87,44";"78,31";"151,41";"94,58";"76,33";"76,15";"84,77";"81,71";"70,14";"66,42";"58,79";"33,83";"85,79"
"150050 ALMEIRIM";"0";"3,54";"36,47";"118,14";"170,20";"109,95";"130,09";"108,38";"127,76";"118,35";"115,65";"102,46";"105,17";"132,34";"92,55";"151,08";"98,54";"89,86";"74,47";"95,40";"76,38";"51,28";"45,19";"67,39";"62,01";"95,00"
"150060 ALTAMIRA";"0";"0,76";"43,47";"136,66";"165,19";"175,88";"136,03";"112,70";"108,39";"109,22";"112,85";"108,10";"111,51";"114,45";"118,82";"140,68";"91,74";"68,72";"58,13";"91,83";"85,36";"65,42";"68,54";"64,58";"58,65";"96,64"
"150070 ANAJAS";"0";"0,17";"36,08";"127,17";"65,18";"211,04";"131,58";"93,36";"98,38";"115,66";"111,40";"108,92";"106,43";"94,15";"108,80";"95,07";"71,43";"73,64";"90,35";"91,43";"94,74";"79,42";"80,29";"79,66";"79,49";"92,27"
"150080 ANANINDEUA";"0";"6,18";"50,79";"108,05";"166,14";"157,11";"85,91";"78,51";"93,63";"88,02";"94,53";"104,02";"101,67";"94,98";"99,46";"105,86";"44,52";"34,05";"52,71";"57,16";"60,89";"40,18";"34,37";"40,27";"45,13";"80,27"
"150085 ANAPU";"0";"0";"18,05";"96,95";"201,06";"100,00";"79,52";"97,06";"128,83";"111,88";"106,58";"110,62";"70,70";"104,25";"199,21";"104,91";"104,90";"113,70";"110,93";"116,15";"100,95";"87,46";"84,66";"86,53";"70,00";"101,72"
"150090 AUGUSTO CORREA";"0";"0";"21,03";"154,15";"116,65";"101,33";"110,54";"106,03";"111,96";"95,64";"103,91";"80,73";"111,20";"85,76";"86,41";"98,44";"99,81";"57,23";"72,19";"79,39";"78,07";"60,21";"66,63";"80,93";"41,98";"86,99"
"150095 AURORA DO PARA";"0";"16,18";"38,56";"107,27";"88,81";"158,81";"378,83";"163,35";"184,32";"156,07";"115,52";"117,89";"123,92";"136,64";"90,09";"105,11";"62,11";"54,56";"58,39";"86,58";"96,76";"88,78";"72,47";"72,53";"56,98";"108,74"
"150100 AVEIRO";"0";"0";"3,70";"107,01";"63,84";"71,88";"119,37";"104,25";"135,82";"121,04";"127,44";"101,88";"66,17";"108,27";"119,03";"182,04";"93,78";"95,34";"78,24";"61,76";"213,75";"104,38";"55,48";"102,05";"83,12";"87,71"
"150110 BAGRE";"0";"0";"42,15";"114,53";"120,69";"193,39";"105,68";"148,80";"89,26";"80,28";"95,40";"80,23";"84,14";"91,72";"139,04";"89,22";"79,78";"64,01";"62,52";"78,57";"110,31";"45,57";"49,91";"55,11";"17,99";"87,10"
"150120 BAIAO";"0";"0,84";"78,55";"106,01";"94,55";"132,99";"105,65";"110,53";"104,84";"99,50";"119,12";"107,46";"113,19";"109,56";"95,16";"127,88";"88,70";"81,11";"84,23";"87,30";"82,06";"52,86";"63,07";"80,04";"58,37";"90,91"
"150125 BANNACH";"0";"53,33";"70,24";"79,52";"169,51";"87,23";"136,59";"138,98";"104,44";"81,94";"196,15";"157,69";"130,77";"140,38";"97,78";"140,48";"151,16";"145,83";"122,92";"151,35";"114,29";"122,45";"115,22";"89,47";"77,27";"117,32"
"150130 BARCARENA";"0";"0";"55,67";"127,72";"150,51";"98,44";"104,68";"104,15";"101,48";"100,96";"120,50";"111,09";"135,52";"113,43";"112,84";"98,68";"86,99";"81,08";"79,94";"82,82";"97,49";"80,18";"68,70";"77,72";"57,93";"94,43"
"150140 BELEM";"0";"12,20";"78,82";"119,28";"126,13";"136,92";"119,91";"109,80";"111,64";"104,39";"103,83";"113,38";"100,09";"87,68";"95,48";"88,57";"47,81";"77,03";"61,96";"80,01";"82,98";"62,88";"62,10";"59,78";"46,91";"89,89"
"150145 BELTERRA";"0";"0";"38,26";"104,25";"111,26";"160,90";"175,60";"200,99";"133,79";"128,37";"151,39";"105,56";"123,61";"135,65";"174,63";"172,43";"99,25";"119,33";"121,01";"128,63";"141,18";"82,72";"71,02";"63,11";"52,89";"112,65"
"150150 BENEVIDES";"0";"3,54";"91,70";"102,33";"134,87";"117,70";"121,20";"106,38";"104,09";"108,52";"101,11";"110,31";"97,34";"125,83";"92,38";"153,23";"70,59";"68,21";"61,08";"70,11";"66,95";"57,64";"53,15";"76,02";"49,62";"89,95"
"150157 BOM JESUS DO TOCANTINS";"0";"0";"32,18";"98,30";"184,85";"113,85";"247,72";"153,33";"116,94";"146,31";"116,60";"99,57";"111,91";"111,06";"96,47";"121,83";"86,96";"73,89";"119,21";"85,08";"119,11";"96,89";"62,67";"83,46";"44,92";"107,46"
"150160 BONITO";"0";"0";"19,12";"163,92";"179,46";"221,98";"223,15";"189,42";"110,88";"136,31";"103,41";"113,64";"116,48";"83,52";"114,92";"122,58";"117,95";"100,00";"80,47";"91,21";"88,59";"54,35";"58,10";"72,28";"61,73";"108,67"
"150170 BRAGANCA";"0";"7,16";"37,72";"179,23";"73,93";"69,73";"100,70";"103,94";"124,36";"95,74";"102,06";"110,96";"96,79";"106,17";"86,54";"198,00";"78,74";"58,71";"56,54";"83,35";"86,57";"65,89";"61,50";"71,30";"55,53";"88,97"
"150172 BRASIL NOVO";"0";"1,04";"53,52";"102,20";"95,49";"260,00";"128,74";"209,06";"180,65";"129,39";"179,91";"170,74";"124,89";"118,34";"121,29";"72,40";"102,60";"83,79";"79,66";"104,04";"91,89";"72,37";"92,62";"90,75";"60,71";"111,29"
"150175 BREJO GRANDE DO ARAGUAIA";"0";"65,03";"44,72";"93,56";"115,12";"152,00";"153,85";"110,08";"158,68";"140,94";"130,00";"109,09";"170,00";"90,91";"112,73";"104,12";"82,11";"97,83";"108,70";"151,90";"111,83";"97,85";"105,00";"82,24";"89,36";"109,28"
"150178 BREU BRANCO";"0";"12,47";"59,67";"97,81";"128,61";"228,95";"123,49";"126,86";"113,91";"140,91";"92,63";"84,92";"87,37";"124,02";"97,68";"121,03";"79,75";"52,18";"65,49";"66,19";"48,15";"58,85";"57,25";"66,57";"60,98";"93,89"
"150180 BREVES";"0";"1,76";"51,17";"102,55";"163,41";"210,44";"139,39";"138,77";"182,14";"215,90";"207,67";"137,62";"166,44";"170,15";"101,19";"69,79";"41,62";"37,11";"47,99";"50,70";"57,00";"42,45";"50,25";"43,39";"24,30";"98,15"
"150190 BUJARU";"0";"8,21";"53,69";"125,86";"106,35";"95,51";"106,66";"101,96";"197,96";"140,89";"106,28";"112,20";"86,69";"106,84";"95,26";"117,91";"96,57";"85,63";"78,24";"103,17";"98,73";"64,48";"73,43";"75,79";"58,48";"97,23"
"150195 CACHOEIRA DO PIRIA";"0";"0";"20,39";"52,90";"81,33";"49,72";"351,08";"349,81";"167,91";"125,00";"141,64";"115,46";"133,75";"117,98";"117,44";"128,37";"62,42";"48,06";"54,52";"27,60";"55,95";"62,06";"46,60";"68,71";"35,66";"96,99"
"150200 CACHOEIRA DO ARARI";"0";"5,06";"8,62";"57,66";"88,28";"160,69";"140,00";"122,22";"100,00";"151,64";"126,25";"127,80";"84,94";"103,86";"109,12";"127,97";"97,03";"86,33";"98,00";"84,07";"80,00";"87,58";"84,26";"76,75";"93,75";"87,47"
"150210 CAMETA";"0";"8,46";"54,17";"130,06";"118,76";"94,50";"111,55";"105,28";"123,02";"103,45";"122,08";"104,61";"100,82";"100,26";"123,00";"119,07";"73,12";"66,97";"85,96";"85,07";"84,44";"70,21";"74,44";"90,20";"57,42";"93,56"
"150215 CANAA DOS CARAJAS";"0";"46,17";"490,83";"308,05";"502,05";"162,50";"115,10";"86,69";"102,43";"89,12";"82,78";"92,47";"100,87";"119,97";"117,53";"127,20";"101,88";"108,99";"69,75";"77,32";"101,54";"85,49";"94,97";"102,54";"64,78";"109,95"
"150220 CAPANEMA";"0";"10,42";"55,19";"113,32";"129,33";"111,70";"105,38";"97,32";"98,22";"108,51";"118,31";"102,50";"115,54";"105,35";"90,46";"148,94";"79,48";"67,55";"90,59";"79,29";"85,38";"64,33";"65,72";"85,79";"51,93";"92,16"
"150230 CAPITAO POCO";"0";"0";"1,16";"76,29";"59,97";"136,90";"120,36";"116,34";"119,78";"104,84";"118,15";"147,52";"76,46";"74,37";"84,14";"62,03";"71,96";"77,44";"136,43";"110,16";"122,45";"94,11";"68,71";"67,51";"54,32";"85,12"
"150240 CASTANHAL";"0";"19,07";"38,15";"106,68";"125,74";"102,38";"103,99";"106,00";"126,00";"97,92";"97,55";"92,86";"86,27";"90,99";"88,34";"136,67";"85,10";"76,68";"77,49";"83,09";"92,68";"79,47";"68,09";"77,59";"54,55";"89,24"
"150250 CHAVES";"0";"0";"0,56";"73,16";"112,29";"220,00";"142,51";"97,61";"117,28";"124,43";"115,54";"64,25";"168,39";"80,31";"64,55";"73,85";"20,57";"54,28";"71,09";"68,39";"73,39";"45,43";"36,55";"25,00";"25,44";"69,53"
"150260 COLARES";"0";"4,58";"18,73";"73,53";"122,02";"114,20";"147,18";"121,74";"132,12";"102,97";"133,53";"136,99";"101,73";"113,29";"119,50";"139,07";"120,78";"93,41";"115,93";"88,44";"107,32";"52,44";"45,86";"91,85";"18,64";"96,09"
"150270 CONCEICAO DO ARAGUAIA";"0";"8,81";"56,03";"110,06";"118,60";"145,38";"94,40";"81,96";"94,98";"92,85";"88,07";"79,73";"69,69";"66,63";"68,85";"94,05";"75,97";"67,95";"61,37";"60,16";"48,52";"57,66";"70,30";"78,40";"60,97";"78,01"
